aetPValue,custPValue,dtfPValue,fwbtPValue,lorbPValue,mtPValue,retPValue,revtPValue,rtPValue,stPValue,lable
0.298,0.232,0.919,0.934,0.931,0.409,0.131,0.167,0.812,0.068,3
0.566,0.396,0.789,0.13,0.113,0.366,0.305,0.077,0.268,0.566,3
0.66,0.798,0.901,0.589,0.185,0.868,0.323,0.399,0.903,0.66,3
0.053,0.712,0,0.331,0.642,0.701,0.189,0.015,0,0.053,3
0.076,0.059,0.954,0.88,0.039,0.088,0.024,0,0.494,0.046,3
0.165,0.304,0.015,0.813,0.748,0.785,0.219,0.162,0.144,0.127,3
0.192,0.129,0.703,0.909,0.829,0.107,0.048,0,0.109,0.192,3
0.608,0.613,0.143,0.946,0.576,0.911,0.231,0.044,0.754,0.348,3
0.133,0.099,0.82,0.547,0.603,0.179,0.084,0.153,0.13,0.133,3
0.493,0.098,0.26,0.273,0.676,0.101,0.056,0,0.519,0.495,3
0.812,0.662,0.98,0.328,0.498,0.642,0.058,0.012,0.39,0.812,3
0.24,0.36,0.304,0.305,0.044,0.368,0.415,0.108,0.272,0.237,3
0.955,0.887,0.604,0.806,0.167,0.947,0.019,0.016,0.31,0.914,3
0.357,0.512,0.572,0.851,0.185,0.485,0.189,0,0.824,0.356,3
0.114,0.41,0.484,0.622,0.755,0.511,0.13,0.258,0.524,0.034,3
0.924,0.475,0.104,0.284,0.789,0.581,0.07,0.049,0.941,0.649,3
0.168,0.035,0.392,0.449,0.734,0.129,0.033,0.062,0.378,0.168,3
0.567,0.553,0.061,0.85,0.554,0.517,0.233,0.162,0.805,0.328,3
0.393,0.26,0.987,0.7,0.348,0.65,0.258,0.31,0.225,0.279,3
0.368,0.493,0.098,0.715,0.034,0.414,0,0.264,0.06,0.367,3
0.533,0.933,0.272,0.233,0.25,0.822,0.222,0.025,0.865,0.211,3
0.921,0.054,0.397,0.09,0.439,0.164,0.37,0.273,0.859,0.875,3
0.053,0.555,0.118,0.642,0.205,0.926,0.059,0.08,0.013,0.053,3
0.278,0.305,0.635,0.468,0.543,0.21,0.047,0.045,0.036,0.278,3
0.027,0.022,0.013,0.524,0.89,0.028,0,0,0.642,0.027,3
0.254,0.363,0.794,0.881,0.3,0.335,0.238,0,0.155,0.132,3
0.902,0.528,0.421,0.431,0.855,0.747,0.216,0.099,0.653,0.584,3
0.762,0.345,0.612,0.331,0.107,0.554,0.181,0.095,0.561,0.485,3
0.35,0.268,0.525,0.542,0.286,0.38,0.019,0.036,0.639,0.209,3
0.902,0.114,0.108,0.324,0.896,0.353,0.065,0,0.39,0.879,3
0.051,0.059,0.896,0.657,0.897,0.3,0.306,0.252,0.68,0.051,3
0.436,0.509,0.774,0,0.036,0.632,0.171,0.28,0.266,0.311,3
0.511,0.255,0.461,0.192,0.37,0.235,0.219,0.508,0.448,0.488,3
0.15,0.216,0.688,0.057,0.109,0.582,0.095,0.236,0.256,0.109,3
0.292,0.205,0.122,0.851,0.378,0.197,0.272,0.331,0.041,0.292,3
0.192,0.181,0.358,0.109,0.296,0.456,0.018,0.045,0.11,0.123,3
0.299,0.73,0.315,0.881,0.589,0.888,0.153,0.179,0.136,0.209,3
0.805,0.764,0.88,0.915,0.209,0.699,0.02,0.028,0.089,0.805,3
0.124,0.276,0.885,0.705,0.429,0.167,0.315,0.272,0.098,0.124,3
0.688,0.455,0.194,0.856,0.68,0.489,0.124,0.136,0.986,0.337,3
0.591,0.723,0.498,0.933,0.906,0.684,0.017,0,0.55,0.591,3
0.487,0.274,0.631,0.504,0.557,0.184,0.033,0.037,0.775,0.301,3
0.431,0.101,0.763,0.039,0.769,0.13,0,0.252,0.758,0.41,3
0.197,0.41,0.496,0.293,0.452,0.749,0.291,0.098,0.302,0.046,3
0.335,0.063,0.578,0.649,0.163,0.042,0.096,0.087,0.795,0.311,3
0.383,0.254,0.76,0.82,0.998,0.248,0.083,0.168,0.413,0.216,3
0.828,0.866,0.549,0.583,0.911,0.869,0.061,0.046,0.99,0.489,3
0.8,0.228,0.304,0.274,0.029,0.177,0.112,0.129,0.842,0.727,3
0.635,0.459,0.729,0.436,0.634,0.834,0,0,0.884,0.635,3
0.308,0.266,0.687,0.81,0.628,0.417,0.342,0.316,0.716,0.158,3
0.22,0.835,0.84,0.98,0.795,0.964,0.105,0.262,0.747,0.22,3
0.609,0.128,0.18,0.807,0.356,0.089,0.053,0.052,0.536,0.581,3
0.214,0.909,0.552,0.3,0.473,0.86,0.059,0.015,0,0.215,3
0.683,0.891,0.252,0.33,0.895,0.891,0.111,0.016,0.306,0.461,3
0.885,0.597,0.279,0.259,0.549,0.877,0.033,0.204,0.511,0.696,3
0.478,0.748,0.157,0.534,0.369,0.941,0.113,0.065,0.307,0.172,3
0.128,0.223,0.729,0.69,0.373,0.301,0.186,0.031,0.872,0.044,3
0.2,0.33,0.418,0.556,0.623,0.644,0.142,0.336,0.436,0.2,3
0.935,0.236,0.254,0.311,0.069,0.374,0.111,0.041,0.411,0.855,3
0.659,0.316,0.841,0.14,0.89,0.344,0.108,0.124,0.481,0.485,3
0.2,0.924,0.774,0.498,0.868,0.932,0.284,0.255,0.858,0.056,3
0.021,0.651,0.113,0.717,0.499,0.588,0.083,0.021,0.116,0.021,3
0.648,0.664,0.367,0.129,0.546,0.579,0.294,0.054,0.124,0.599,3
0.894,0.907,0.956,0.115,0.464,0.697,0.166,0.091,0.747,0.57,3
0.704,0.175,0.678,0.722,0.42,0.325,0.096,0,0.855,0.365,3
0.063,0.051,0.812,0.961,0.039,0.043,0.179,0.125,0.499,0.063,3
0.747,0.472,0.915,0.595,0.714,0.867,0.095,0.051,0.375,0.432,4
0.654,0.088,0.981,0.379,0.31,0.064,0.053,0.121,0.938,0.654,4
0.597,0.468,0.687,0.147,0.568,0.825,0.214,0.32,0.342,0.341,4
0.019,0.665,0.161,0.105,0,0.723,0.111,0.037,0.123,0.019,4
0.285,0.36,0.859,0.561,0.59,0.304,0.152,0.051,0.251,0.285,4
0.462,0.19,0.192,0.599,0.998,0.266,0.031,0.044,0.604,0.303,4
0.672,0.472,0.455,0.684,0.71,0.382,0.109,0.025,0.844,0.434,4
0.092,0.273,0.719,0.714,0.612,0.375,0.251,0.399,0.744,0.092,4
0.362,0.811,0.244,0.724,0.31,0.874,0.214,0.229,0.199,0.141,4
0.671,0.09,0.887,0.368,0.588,0.097,0.247,0.044,0.782,0.638,4
0.125,0.126,0.361,0.401,0.348,0.153,0.407,0.262,0.94,0.11,4
0.936,0.654,0.317,0.517,0.631,0.633,0.278,0.314,0.634,0.936,4
0.704,0.304,0.083,0.325,0.53,0.322,0.108,0.063,0.846,0.453,4
0.479,0.088,0.236,0.8,0.591,0.073,0,0,0.754,0.48,4
0.831,0.474,0.033,0.858,0.749,0.378,0.276,0.233,0.291,0.718,4
0.228,0.898,0.269,0.87,0.709,0.65,0.129,0.29,0.977,0.227,4
0.794,0.157,0.408,0.411,0.125,0.229,0.049,0.028,0.793,0.784,4
0.128,0.367,0.746,0.211,0.986,0.944,0.134,0.215,0.346,0.127,4
0.387,0.773,0.428,0.645,0.715,0.93,0.277,0.328,0.415,0.235,4
0.541,0.1,0.2,0.182,0.419,0.152,0.02,0.351,0.409,0.541,4
0.29,0.363,0.401,0.099,0.655,0.375,0.067,0.078,0.094,0.29,4
0.247,0.661,0.102,0.629,0.859,0.735,0,0.019,0.103,0.247,4
0.574,0.462,0.377,0.127,0.459,0.993,0.027,0.02,0.102,0.574,4
0.201,0.152,0.408,0.317,0.013,0.9,0.142,0.155,0.05,0.202,4
0.771,0.218,0.147,0.456,0.748,0.238,0.026,0.018,0.473,0.57,4
0.701,0.425,0.221,0.742,0.06,0.37,0.021,0,0.691,0.701,4
0.081,0.147,0.859,0.384,0.308,0.171,0.086,0.25,0.507,0.08,4
0.163,0.022,0.673,0.637,0.957,0.02,0.012,0,0.978,0.163,4
0.077,0.12,0.505,0.343,0.435,0.168,0.023,0.025,0.084,0.077,4
0.594,0.968,0.43,0.365,0.632,0.968,0.192,0.458,0.481,0.595,4
0.684,0.752,0.244,0.506,0.374,0.821,0.044,0.212,0.707,0.684,4
0.68,0.654,0.279,0.951,0.911,0.828,0,0.023,0.044,0.681,4
0.268,0.321,0.898,0.289,0.478,0.89,0.032,0.083,0.937,0.268,4
0.348,0.035,0.209,0.421,0.738,0.054,0,0.013,0.934,0.348,4
0.694,0.868,0.039,0.606,0.653,0.763,0.145,0.143,0.566,0.447,4
0.058,0.235,0.427,0.289,0.228,0.27,0.129,0.204,0.187,0.058,4
0.795,0.275,0.901,0.225,0.255,0.427,0.433,0.201,0.788,0.567,4
0.202,0.128,0.569,0.573,0.325,0.169,0,0,0.496,0.078,4
0.636,0.195,0.098,0.224,0.486,0.349,0.125,0.386,0.321,0.635,4
0.668,0.291,0.896,0.643,0.244,0.37,0,0,0.374,0.668,4
0.987,0.337,0.504,0.6,0.609,0.671,0.021,0.152,0.679,0.87,4
0.941,0.224,0.499,0.351,0.722,0.539,0.115,0,0.334,0.855,4
0.714,0.567,0.325,0.58,0.223,0.537,0.25,0.163,0.286,0.695,4
0.598,0.015,0.116,0.053,0.48,0.023,0.31,0.033,0.652,0.598,4
0.638,0.578,0.703,0.898,0.975,0.302,0.247,0.266,0.849,0.307,4
0.441,0.42,0.779,0.028,0.958,0.474,0.165,0.229,0.291,0.36,4
0.874,0.455,0.371,0.951,0.169,0.6,0.212,0.105,0.934,0.488,4
0.504,0.786,0.415,0.462,0.504,0.529,0.115,0.423,0.3,0.257,4
0.765,0.604,0.869,0.782,0.035,0.416,0.145,0.03,0.196,0.765,4
0.254,0.91,0.016,0.342,0.843,0.99,0.029,0.022,0.959,0.073,4
0.147,0.6,0.987,0.999,0.108,0.442,0.013,0.233,0.532,0.088,4
0.051,0.109,0.337,0.823,0.14,0.08,0.155,0.049,0.429,0.051,4
0.919,0.401,0.905,0.018,0.331,0.69,0,0,0.806,0.664,4
0.509,0.381,0.946,0.632,0.18,0.551,0.18,0.112,0.284,0.509,4
0.909,0.691,0.182,0.193,0.401,0.613,0.042,0.171,0.658,0.81,4
0.649,0.361,0.193,0.322,0.823,0.491,0.287,0.246,0.96,0.575,4
0.776,0.341,0.658,0.215,0.583,0.23,0.295,0.09,0.697,0.776,4
0.277,0.952,0.384,0.948,0.617,0.995,0.223,0.128,0.092,0.188,4
0.155,0.438,0.478,0.05,0.67,0.725,0.025,0.028,0.966,0.041,4
0.7,0.491,0.775,0.551,0.136,0.323,0.153,0.18,0.644,0.401,4
0.758,0.473,0.161,0.731,0.449,0.598,0.109,0.067,0.343,0.5,4
0.534,0.358,0.084,0.054,0.411,0.46,0.327,0.25,0.227,0.427,4
0.761,0.755,0.988,0.047,0.305,0.683,0.133,0.052,0.477,0.434,4
0.327,0.896,0.442,0.912,0.185,0.758,0.365,0.068,0.746,0.327,4
0.021,0.106,0.763,0.462,0.025,0.224,0.032,0.086,0.414,0.021,4
0.038,0.03,0.323,0.22,0.707,0.029,0.038,0.028,0.137,0.038,4
0.865,0.577,0.221,0.758,0.726,0.823,0.256,0,0.275,0.655,4
0.348,0,0.492,0.289,0.785,0.015,0.04,0.1,0.2,0.348,4
0.519,0.818,0.488,0.264,0.267,0.829,0.159,0.05,0.837,0.39,4
0.827,0.892,0.47,0.822,0.276,0.952,0.172,0.191,0.477,0.47,4
0.81,0.162,0.67,0.738,0.192,0.136,0.323,0.05,0.919,0.801,4
0.18,0.022,0.141,0.215,0.174,0.11,0.349,0.165,0.911,0.18,4
0.076,0.195,0.719,0.614,0.103,0.315,0.014,0.093,0.763,0.076,4
0.011,0.383,0.245,0.462,0.917,0.481,0.127,0.169,0.024,0,4
0.29,0.118,0.365,0.329,0.89,0.215,0.274,0.123,0.382,0.29,4
0.109,0.163,0.064,0.248,0.678,0.236,0.279,0.076,0.866,0.109,4
0.388,0.275,0.377,0.721,0.491,0.228,0.287,0.185,0.46,0.232,4
0.429,0.235,0.452,0.01,0.078,0.241,0.106,0.082,0.084,0.429,4
0.976,0.647,0.949,0.242,0.017,0.704,0.027,0.022,0.882,0.755,4
0.355,0.335,0.046,0.554,0.533,0.785,0.16,0,0.183,0.355,4
0.723,0.657,0.976,0.947,0.402,0.9,0.028,0.226,0.621,0.665,4
0.576,0.449,0.96,0.715,0.237,0.603,0.237,0.057,0.463,0.409,4
0.603,0.614,0.462,0.886,0.69,0.869,0,0.079,0.313,0.347,4
0.322,0.188,0.061,0.814,0.605,0.313,0.244,0.155,0.04,0.322,4
0.025,0.313,0.056,0.026,0.807,0.28,0.109,0.123,0.568,0.025,4
0.156,0.306,0.917,0.226,0.401,0.499,0.048,0.509,0.807,0.116,4
0.399,0.228,0.739,0.164,0.549,0.132,0.136,0.468,0.058,0.398,4
0.231,0.68,0.606,0.758,0.923,0.671,0.156,0.192,0.135,0.127,4
0.308,0.523,0,0.43,0.846,0.379,0.049,0,0.949,0.262,4
0.765,0.843,0.175,0.895,0.414,0.823,0.022,0.06,0.312,0.567,4
0.089,0.025,0.35,0.338,0.679,0.056,0.015,0.028,0.671,0.089,4
0.178,0.155,0.903,0.832,0.453,0.491,0.034,0.241,0.528,0.178,4
0.979,0.154,0.606,0.901,0.951,0.3,0.044,0.036,0.984,0.955,4
0.355,0.029,0.041,0.661,0.5,0.042,0.149,0.16,0.512,0.354,4
0.551,0.131,0.388,0.652,0.209,0.192,0,0.027,0.504,0.438,4
0.265,0.601,0.626,0.108,0.879,0.614,0.231,0.275,0.272,0.167,4
0.873,0.741,0.183,0.834,0.603,0.859,0.029,0.106,0.925,0.638,4
0.327,0.341,0.265,0.44,0.133,0.387,0.493,0.32,0.69,0.327,4
0.033,0.644,0.214,0.626,0.403,0.595,0.018,0.071,0.829,0,4
0.981,0.338,0.126,0.135,0.344,0.25,0,0.138,0.919,0.981,4
