model_name,task_type,algorithm_pair,ciphertext_size,train_size,test_size,accuracy,precision,recall,f1_score,training_time,random_seed,timestamp
MLP,binary,AES and 3DES,256kb,160,40,0.475,0.4604166666666667,0.475,0.4532258064516129,3.696981430053711,42,2026-09-16T22:27:01.911950
CNN,binary,AES and 3DES,256kb,160,40,0.45,0.4515673981191222,0.45,0.4213541666666666,4.407135725021362,42,2026-09-16T22:27:06.326017
SVM,binary,AES and Blowfish,256kb,160,40,0.425,0.4276515151515151,0.425,0.423921200750469,0.01554107666015625,42,2026-09-16T22:27:06.352600
KNN,binary,AES and Blowfish,256kb,160,40,0.5,0.4974424552429667,0.5,0.4974747474747474,0.013993263244628906,42,2026-09-16T22:27:06.375045
RF,binary,AES and Blowfish,256kb,160,40,0.5,0.5051150895140666,0.5,0.49749373433583965,0.06323528289794922,42,2026-09-16T22:27:06.445888
HKNNRF,binary,AES and Blowfish,256kb,160,40,0.5,0.487460815047022,0.5,0.47333333333333333,0.18702340126037598,42,2026-09-16T22:27:06.644452
MLP,binary,AES and Blowfish,256kb,160,40,0.0,0.0,0.0,0.0,15.623077869415283,42,2026-09-16T22:27:22.278185
CNN,binary,AES and Blowfish,256kb,160,40,0.0,0.0,0.0,0.0,5.812382698059082,42,2026-09-16T22:27:28.117505
SVM,binary,AES and CAST,256kb,160,40,0.5,0.5025062656641603,0.5,0.5,0.05275845527648926,42,2026-09-16T22:27:28.204311
KNN,binary,AES and CAST,256kb,160,40,0.575,0.5741161616161616,0.575,0.574198617221873,0.03889918327331543,42,2026-09-16T22:27:28.271057
RF,binary,AES and CAST,256kb,160,40,0.475,0.47625,0.475,0.47532833020637905,0.15573382377624512,42,2026-09-16T22:27:28.457729
HKNNRF,binary,AES and CAST,256kb,160,40,0.575,0.5770833333333334,0.575,0.5573732718894009,0.6051476001739502,42,2026-09-16T22:27:29.092844
MLP,binary,AES and CAST,256kb,160,40,0.0,0.0,0.0,0.0,24.54837918281555,42,2026-09-16T22:27:53.654528
CNN,binary,AES and CAST,256kb,160,40,0.325,0.273,0.325,0.29673913043478256,8.20751428604126,42,2026-09-16T22:28:01.868989
SVM,binary,AES and RC2,256kb,160,40,0.425,0.4259615384615385,0.425,0.41222222222222216,0.01702141761779785,42,2026-09-16T22:28:01.895654
KNN,binary,AES and RC2,256kb,160,40,0.4,0.40200501253132825,0.4,0.4,0.016605854034423828,42,2026-09-16T22:28:01.922089
RF,binary,AES and RC2,256kb,160,40,0.45,0.45358056265984653,0.45,0.44724310776942355,0.06667900085449219,42,2026-09-16T22:28:01.998431
HKNNRF,binary,AES and RC2,256kb,160,40,0.55,0.5693732193732194,0.55,0.5361892583120205,0.2299668788909912,42,2026-09-16T22:28:02.239690
MLP,binary,AES and RC2,256kb,160,40,0.0,0.0,0.0,0.0,16.094382762908936,42,2026-09-16T22:28:18.343546
CNN,binary,AES and RC2,256kb,160,40,0.0,0.0,0.0,0.0,20.27949833869934,42,2026-09-16T22:28:38.629745
SVM,binary,3DES and Blowfish,256kb,160,40,0.425,0.4276515151515151,0.425,0.423921200750469,0.014828205108642578,42,2026-09-16T22:28:38.654844
KNN,binary,3DES and Blowfish,256kb,160,40,0.6,0.6,0.6,0.6,0.013276338577270508,42,2026-09-16T22:28:38.676964
RF,binary,3DES and Blowfish,256kb,160,40,0.5,0.4974424552429667,0.5,0.4974747474747474,0.05733990669250488,42,2026-09-16T22:28:38.743094
HKNNRF,binary,3DES and Blowfish,256kb,160,40,0.5,0.4946666666666667,0.5,0.4923273657289002,0.20332717895507812,42,2026-09-16T22:28:38.953250
MLP,binary,3DES and Blowfish,256kb,160,40,0.525,0.275625,0.525,0.3614754098360656,15.912782192230225,42,2026-09-16T22:28:54.874890
CNN,binary,3DES and Blowfish,256kb,160,40,0.525,0.275625,0.525,0.3614754098360656,18.08377432823181,42,2026-09-16T22:29:12.967604
SVM,binary,3DES and CAST,256kb,160,40,0.55,0.55,0.55,0.55,0.011896848678588867,42,2026-09-16T22:29:12.987554
KNN,binary,3DES and CAST,256kb,160,40,0.4,0.4,0.4,0.4,0.012315988540649414,42,2026-09-16T22:29:13.012321
RF,binary,3DES and CAST,256kb,160,40,0.525,0.5201923076923076,0.525,0.5142811089619601,0.058913469314575195,42,2026-09-16T22:29:13.079880
HKNNRF,binary,3DES and CAST,256kb,160,40,0.55,0.55,0.55,0.55,0.17457127571105957,42,2026-09-16T22:29:13.260987
MLP,binary,3DES and CAST,256kb,160,40,0.525,0.275625,0.525,0.3614754098360656,15.569507122039795,42,2026-09-16T22:29:28.838118
CNN,binary,3DES and CAST,256kb,160,40,0.5,0.2763157894736842,0.5,0.3559322033898305,17.49992871284485,42,2026-09-16T22:29:46.346862
SVM,binary,3DES and RC2,256kb,160,40,0.55,0.5566496163682865,0.55,0.5477443609022556,0.015078544616699219,42,2026-09-16T22:29:46.374294
KNN,binary,3DES and RC2,256kb,160,40,0.575,0.5734375,0.575,0.5709523809523809,0.011507749557495117,42,2026-09-16T22:29:46.392923
RF,binary,3DES and RC2,256kb,160,40,0.6,0.6,0.6,0.6,0.04630446434020996,42,2026-09-16T22:29:46.446077
HKNNRF,binary,3DES and RC2,256kb,160,40,0.5,0.5025062656641603,0.5,0.5,0.2111821174621582,42,2026-09-16T22:29:46.666881
MLP,binary,3DES and RC2,256kb,160,40,0.525,0.275625,0.525,0.3614754098360656,15.795407056808472,42,2026-09-16T22:30:02.470518
CNN,binary,3DES and RC2,256kb,160,40,0.525,0.275625,0.525,0.3614754098360656,22.421524047851562,42,2026-09-16T22:30:24.904731
SVM,binary,Blowfish and CAST,256kb,160,40,0.575,0.5734375,0.575,0.5709523809523809,0.020272016525268555,42,2026-09-16T22:30:24.938470
KNN,binary,Blowfish and CAST,256kb,160,40,0.7,0.7,0.7,0.7,0.01549839973449707,42,2026-09-16T22:30:24.964073
RF,binary,Blowfish and CAST,256kb,160,40,0.6,0.6,0.6,0.5938618925831202,0.06958580017089844,42,2026-09-16T22:30:25.045190
HKNNRF,binary,Blowfish and CAST,256kb,160,40,0.6,0.5989769820971867,0.6,0.597979797979798,0.25783252716064453,42,2026-09-16T22:30:25.316635
MLP,binary,Blowfish and CAST,256kb,160,40,0.0,0.0,0.0,0.0,18.327123641967773,42,2026-09-16T22:30:43.655338
CNN,binary,Blowfish and CAST,256kb,160,40,0.0,0.0,0.0,0.0,23.397512435913086,42,2026-09-16T22:31:07.058519
SVM,binary,Blowfish and RC2,256kb,160,40,0.525,0.521875,0.525,0.5204761904761904,0.011780261993408203,42,2026-09-16T22:31:07.075167
KNN,binary,Blowfish and RC2,256kb,160,40,0.525,0.5201923076923076,0.525,0.5142811089619601,0.012033939361572266,42,2026-09-16T22:31:07.095592
RF,binary,Blowfish and RC2,256kb,160,40,0.4,0.4,0.4,0.4,0.054224252700805664,42,2026-09-16T22:31:07.156388
HKNNRF,binary,Blowfish and RC2,256kb,160,40,0.6,0.5989769820971867,0.6,0.597979797979798,0.27819395065307617,42,2026-09-16T22:31:07.442961
MLP,binary,Blowfish and RC2,256kb,160,40,0.0,0.0,0.0,0.0,12.908843755722046,42,2026-09-16T22:31:20.363720
CNN,binary,Blowfish and RC2,256kb,160,40,0.0,0.0,0.0,0.0,19.04201102256775,42,2026-09-16T22:31:39.414295
SVM,binary,CAST and RC2,256kb,160,40,0.525,0.54375,0.525,0.505705996131528,0.012221336364746094,42,2026-09-16T22:31:39.441251
KNN,binary,CAST and RC2,256kb,160,40,0.575,0.57625,0.575,0.5752657911194496,0.020503520965576172,42,2026-09-16T22:31:39.473432
RF,binary,CAST and RC2,256kb,160,40,0.525,0.5328125,0.525,0.5205216844751728,0.041117191314697266,42,2026-09-16T22:31:39.519407
HKNNRF,binary,CAST and RC2,256kb,160,40,0.65,0.6597186700767264,0.65,0.6482456140350876,0.15529513359069824,42,2026-09-16T22:31:39.683202
MLP,binary,CAST and RC2,256kb,160,40,0.0,0.0,0.0,0.0,13.696204900741577,42,2026-09-16T22:31:53.389999
CNN,binary,CAST and RC2,256kb,160,40,0.0,0.0,0.0,0.0,26.824302434921265,42,2026-09-16T22:32:20.227241
SVM,binary,AES and 3DES,512kb,160,40,0.5,0.5025062656641603,0.5,0.5,0.025175094604492188,42,2026-09-16T22:32:20.264746
KNN,binary,AES and 3DES,512kb,160,40,0.55,0.5566496163682865,0.55,0.5477443609022556,0.021549701690673828,42,2026-09-16T22:32:20.301867
RF,binary,AES and 3DES,512kb,160,40,0.425,0.4276041666666667,0.425,0.41957888120678816,0.08922982215881348,42,2026-09-16T22:32:20.403718
HKNNRF,binary,AES and 3DES,512kb,160,40,0.475,0.4736111111111111,0.475,0.47401005656819617,0.5181922912597656,42,2026-09-16T22:32:20.945752
MLP,binary,AES and 3DES,512kb,160,40,0.525,0.5238636363636363,0.525,0.5241043368950346,11.876980304718018,42,2026-09-16T22:32:32.850001
CNN,binary,AES and 3DES,512kb,160,40,0.5,0.5025062656641603,0.5,0.5,21.621131896972656,42,2026-09-16T22:32:54.483596
SVM,binary,AES and Blowfish,512kb,160,40,0.5,0.5025062656641603,0.5,0.5,0.02288818359375,42,2026-09-16T22:32:54.518022
KNN,binary,AES and Blowfish,512kb,160,40,0.65,0.65,0.65,0.65,0.01277303695678711,42,2026-09-16T22:32:54.539173
RF,binary,AES and Blowfish,512kb,160,40,0.7,0.7035087719298245,0.7,0.7,0.061859846115112305,42,2026-09-16T22:32:54.608966
HKNNRF,binary,AES and Blowfish,512kb,160,40,0.65,0.6497442455242967,0.65,0.6482323232323232,0.2263631820678711,42,2026-09-16T22:32:54.842841
MLP,binary,AES and Blowfish,512kb,160,40,0.0,0.0,0.0,0.0,16.450998544692993,42,2026-09-16T22:33:11.304278
CNN,binary,AES and Blowfish,512kb,160,40,0.0,0.0,0.0,0.0,6.259939432144165,42,2026-09-16T22:33:17.574554
SVM,binary,AES and CAST,512kb,160,40,0.5,0.5,0.5,0.5,0.022592782974243164,42,2026-09-16T22:33:17.607452
KNN,binary,AES and CAST,512kb,160,40,0.5,0.5,0.5,0.5,0.01320791244506836,42,2026-09-16T22:33:17.629969
RF,binary,AES and CAST,512kb,160,40,0.475,0.4736111111111111,0.475,0.47401005656819617,0.06005430221557617,42,2026-09-16T22:33:17.698303
HKNNRF,binary,AES and CAST,512kb,160,40,0.55,0.5482097186700766,0.55,0.5477272727272727,0.21329736709594727,42,2026-09-16T22:33:17.924239
MLP,binary,AES and CAST,512kb,160,40,0.0,0.0,0.0,0.0,15.813668727874756,42,2026-09-16T22:33:33.747329
CNN,binary,AES and CAST,512kb,160,40,0.0,0.0,0.0,0.0,17.293219327926636,42,2026-09-16T22:33:51.049330
SVM,binary,AES and RC2,512kb,160,40,0.525,0.521875,0.525,0.5204761904761904,0.020799875259399414,42,2026-09-16T22:33:51.091396
KNN,binary,AES and RC2,512kb,160,40,0.525,0.52625,0.525,0.5252970606629143,0.019059419631958008,42,2026-09-16T22:33:51.131255
RF,binary,AES and RC2,512kb,160,40,0.55,0.5482097186700766,0.55,0.5477272727272727,0.05991625785827637,42,2026-09-16T22:33:51.197961
HKNNRF,binary,AES and RC2,512kb,160,40,0.45,0.45,0.45,0.45,0.1854569911956787,42,2026-09-16T22:33:51.390574
MLP,binary,AES and RC2,512kb,160,40,0.0,0.0,0.0,0.0,15.269631624221802,42,2026-09-16T22:34:06.668831
CNN,binary,AES and RC2,512kb,160,40,0.0,0.0,0.0,0.0,17.919763326644897,42,2026-09-16T22:34:24.595198
SVM,binary,3DES and Blowfish,512kb,160,40,0.625,0.6354166666666666,0.625,0.6094470046082949,0.018006086349487305,42,2026-09-16T22:34:24.621345
KNN,binary,3DES and Blowfish,512kb,160,40,0.475,0.4802083333333333,0.475,0.4700502828409805,0.0128326416015625,42,2026-09-16T22:34:24.640604
RF,binary,3DES and Blowfish,512kb,160,40,0.575,0.57625,0.575,0.5752657911194496,0.05060267448425293,42,2026-09-16T22:34:24.700055
HKNNRF,binary,3DES and Blowfish,512kb,160,40,0.5,0.4946666666666667,0.5,0.4923273657289002,0.22058868408203125,42,2026-09-16T22:34:24.927790
MLP,binary,3DES and Blowfish,512kb,160,40,0.525,0.275625,0.525,0.3614754098360656,15.238639116287231,42,2026-09-16T22:34:40.175503
CNN,binary,3DES and Blowfish,512kb,160,40,0.525,0.275625,0.525,0.3614754098360656,17.720335960388184,42,2026-09-16T22:34:57.903496
SVM,binary,3DES and CAST,512kb,160,40,0.6,0.6081841432225064,0.6,0.5979949874686717,0.020712852478027344,42,2026-09-16T22:34:57.933988
KNN,binary,3DES and CAST,512kb,160,40,0.475,0.4736111111111111,0.475,0.47401005656819617,0.017581939697265625,42,2026-09-16T22:34:57.961055
RF,binary,3DES and CAST,512kb,160,40,0.6,0.6030075187969924,0.6,0.6,0.06488871574401855,42,2026-09-16T22:34:58.035190
HKNNRF,binary,3DES and CAST,512kb,160,40,0.475,0.4802083333333333,0.475,0.4700502828409805,0.21254682540893555,42,2026-09-16T22:34:58.257415
MLP,binary,3DES and CAST,512kb,160,40,0.525,0.275625,0.525,0.3614754098360656,15.777042627334595,42,2026-09-16T22:35:14.043601
CNN,binary,3DES and CAST,512kb,160,40,0.525,0.275625,0.525,0.3614754098360656,17.55680513381958,42,2026-09-16T22:35:31.609647
SVM,binary,3DES and RC2,512kb,160,40,0.475,0.47625,0.475,0.47532833020637905,0.025740623474121094,42,2026-09-16T22:35:31.649996
KNN,binary,3DES and RC2,512kb,160,40,0.55,0.55,0.55,0.55,0.015224695205688477,42,2026-09-16T22:35:31.675224
RF,binary,3DES and RC2,512kb,160,40,0.6,0.6081841432225064,0.6,0.5979949874686717,0.0574343204498291,42,2026-09-16T22:35:31.741516
HKNNRF,binary,3DES and RC2,512kb,160,40,0.5,0.5,0.5,0.5,0.20813202857971191,42,2026-09-16T22:35:31.956875
MLP,binary,3DES and RC2,512kb,160,40,0.525,0.275625,0.525,0.3614754098360656,14.4862699508667,42,2026-09-16T22:35:46.452345
CNN,binary,3DES and RC2,512kb,160,40,0.525,0.275625,0.525,0.3614754098360656,16.930037260055542,42,2026-09-16T22:36:03.391847
SVM,binary,Blowfish and CAST,512kb,160,40,0.475,0.4703125,0.475,0.47000000000000003,0.0232391357421875,42,2026-09-16T22:36:03.425107
KNN,binary,Blowfish and CAST,512kb,160,40,0.55,0.5527568922305764,0.55,0.55,0.016122817993164062,42,2026-09-16T22:36:03.450011
RF,binary,Blowfish and CAST,512kb,160,40,0.725,0.7366758241758242,0.725,0.7187943262411347,0.0484468936920166,42,2026-09-16T22:36:03.504545
HKNNRF,binary,Blowfish and CAST,512kb,160,40,0.475,0.4604166666666667,0.475,0.4532258064516129,0.21293878555297852,42,2026-09-16T22:36:03.724357
MLP,binary,Blowfish and CAST,512kb,160,40,0.0,0.0,0.0,0.0,16.056549072265625,42,2026-09-16T22:36:19.790653
CNN,binary,Blowfish and CAST,512kb,160,40,0.0,0.0,0.0,0.0,18.753544330596924,42,2026-09-16T22:36:38.551169
SVM,binary,Blowfish and RC2,512kb,160,40,0.575,0.57625,0.575,0.5752657911194496,0.01502680778503418,42,2026-09-16T22:36:38.573034
KNN,binary,Blowfish and RC2,512kb,160,40,0.575,0.5799242424242423,0.575,0.574202626641651,0.013580560684204102,42,2026-09-16T22:36:38.594011
RF,binary,Blowfish and RC2,512kb,160,40,0.625,0.625,0.625,0.6214285714285713,0.05405735969543457,42,2026-09-16T22:36:38.655486
HKNNRF,binary,Blowfish and RC2,512kb,160,40,0.65,0.65,0.65,0.65,0.20260024070739746,42,2026-09-16T22:36:38.864843
MLP,binary,Blowfish and RC2,512kb,160,40,0.0,0.0,0.0,0.0,15.215670347213745,42,2026-09-16T22:36:54.090243
CNN,binary,Blowfish and RC2,512kb,160,40,0.0,0.0,0.0,0.0,17.66875648498535,42,2026-09-16T22:37:11.768270
SVM,binary,CAST and RC2,512kb,160,40,0.425,0.4276041666666667,0.425,0.41957888120678816,0.0198061466217041,42,2026-09-16T22:37:11.798240
KNN,binary,CAST and RC2,512kb,160,40,0.45,0.45,0.45,0.45,0.012506961822509766,42,2026-09-16T22:37:11.817492
RF,binary,CAST and RC2,512kb,160,40,0.425,0.3875,0.425,0.38651115618661264,0.07067298889160156,42,2026-09-16T22:37:11.895689
HKNNRF,binary,CAST and RC2,512kb,160,40,0.475,0.4784090909090909,0.475,0.474015009380863,0.1747758388519287,42,2026-09-16T22:37:12.077303
MLP,binary,CAST and RC2,512kb,160,40,0.0,0.0,0.0,0.0,15.237305879592896,42,2026-09-16T22:37:27.323851
CNN,binary,CAST and RC2,512kb,160,40,0.0,0.0,0.0,0.0,17.833840131759644,42,2026-09-16T22:37:45.164621
SVM,binary,3DES and Blowfish,1kb,160,40,0.4,0.4,0.4,0.4,0.013330459594726562,42,2026-09-16T22:46:02.816993
KNN,binary,3DES and Blowfish,1kb,160,40,0.45,0.45,0.45,0.45,0.012591361999511719,42,2026-09-16T22:46:02.837100
RF,binary,3DES and Blowfish,1kb,160,40,0.5,0.5025062656641603,0.5,0.5,0.04699873924255371,42,2026-09-16T22:46:02.892011
HKNNRF,binary,3DES and Blowfish,1kb,160,40,0.475,0.4802083333333333,0.475,0.4700502828409805,2.14548659324646,42,2026-09-16T22:46:05.043934
MLP,binary,3DES and Blowfish,1kb,160,40,0.525,0.275625,0.525,0.3614754098360656,14.660352230072021,42,2026-09-16T22:46:19.717470
CNN,binary,3DES and Blowfish,1kb,160,40,0.525,0.275625,0.525,0.3614754098360656,16.361676692962646,42,2026-09-16T22:46:36.085117
SVM,binary,Blowfish and CAST,1kb,160,40,0.45,0.4522556390977444,0.45,0.45,0.013843059539794922,42,2026-09-16T22:46:36.107104
KNN,binary,Blowfish and CAST,1kb,160,40,0.375,0.3671875,0.375,0.36904761904761896,0.009020566940307617,42,2026-09-16T22:46:36.123426
RF,binary,Blowfish and CAST,1kb,160,40,0.525,0.5238636363636363,0.525,0.5241043368950346,0.051552772521972656,42,2026-09-16T22:46:36.179468
HKNNRF,binary,Blowfish and CAST,1kb,160,40,0.525,0.52625,0.525,0.5252970606629143,0.13520383834838867,42,2026-09-16T22:46:36.319671
MLP,binary,Blowfish and CAST,1kb,160,40,0.0,0.0,0.0,0.0,13.643117427825928,42,2026-09-16T22:46:49.972061
CNN,binary,Blowfish and CAST,1kb,160,40,0.0,0.0,0.0,0.0,16.50913643836975,42,2026-09-16T22:47:06.490869
SVM,binary,Blowfish and RC2,1kb,160,40,0.55,0.5527568922305764,0.55,0.55,0.01930403709411621,42,2026-09-16T22:47:06.520569
KNN,binary,Blowfish and RC2,1kb,160,40,0.6,0.6034188034188034,0.6,0.5875,0.013422250747680664,42,2026-09-16T22:47:06.540682
RF,binary,Blowfish and RC2,1kb,160,40,0.525,0.5175,0.525,0.4932048681541582,0.04144787788391113,42,2026-09-16T22:47:06.588063
HKNNRF,binary,Blowfish and RC2,1kb,160,40,0.45,0.442,0.45,0.44156010230179027,0.1482677459716797,42,2026-09-16T22:47:06.741379
MLP,binary,Blowfish and RC2,1kb,160,40,0.0,0.0,0.0,0.0,14.123193502426147,42,2026-09-16T22:47:20.869740
CNN,binary,Blowfish and RC2,1kb,160,40,0.0,0.0,0.0,0.0,15.554579734802246,42,2026-09-16T22:47:36.429550
SVM,binary,CAST and RC2,1kb,160,40,0.65,0.6532581453634085,0.65,0.65,0.016366243362426758,42,2026-09-16T22:47:36.451917
KNN,binary,CAST and RC2,1kb,160,40,0.625,0.6243686868686869,0.625,0.6242928975487116,0.007031917572021484,42,2026-09-16T22:47:36.463504
RF,binary,CAST and RC2,1kb,160,40,0.5,0.4974424552429667,0.5,0.4974747474747474,0.041181087493896484,42,2026-09-16T22:47:36.510170
HKNNRF,binary,CAST and RC2,1kb,160,40,0.575,0.57625,0.575,0.5752657911194496,0.17920851707458496,42,2026-09-16T22:47:36.698250
MLP,binary,CAST and RC2,1kb,160,40,0.0,0.0,0.0,0.0,13.830698490142822,42,2026-09-16T22:47:50.538989
CNN,binary,CAST and RC2,1kb,160,40,0.0,0.0,0.0,0.0,15.36387825012207,42,2026-09-16T22:48:05.911973
