model_name,task_type,algorithm_pair,ciphertext_size,train_size,test_size,accuracy,precision,recall,f1_score,training_time,random_seed,timestamp
HKNNRF,binary,3DES and CAST,512kb,160,40,0.475,0.4802083333333333,0.475,0.4700502828409805,0.21254682540893555,42,2026-09-16T22:34:58.257415
SVM,binary,3DES and RC2,512kb,160,40,0.475,0.47625,0.475,0.47532833020637905,0.025740623474121094,42,2026-09-16T22:35:31.649996
KNN,binary,3DES and RC2,512kb,160,40,0.55,0.55,0.55,0.55,0.015224695205688477,42,2026-09-16T22:35:31.675224
RF,binary,3DES and RC2,512kb,160,40,0.6,0.6081841432225064,0.6,0.5979949874686717,0.0574343204498291,42,2026-09-16T22:35:31.741516
HKNNRF,binary,3DES and RC2,512kb,160,40,0.5,0.5,0.5,0.5,0.20813202857971191,42,2026-09-16T22:35:31.956875
SVM,binary,Blowfish and CAST,512kb,160,40,0.475,0.4703125,0.475,0.47000000000000003,0.0232391357421875,42,2026-09-16T22:36:03.425107
KNN,binary,Blowfish and CAST,512kb,160,40,0.55,0.5527568922305764,0.55,0.55,0.016122817993164062,42,2026-09-16T22:36:03.450011
RF,binary,Blowfish and CAST,512kb,160,40,0.725,0.7366758241758242,0.725,0.7187943262411347,0.0484468936920166,42,2026-09-16T22:36:03.504545
HKNNRF,binary,Blowfish and CAST,512kb,160,40,0.475,0.4604166666666667,0.475,0.4532258064516129,0.21293878555297852,42,2026-09-16T22:36:03.724357
SVM,binary,Blowfish and RC2,512kb,160,40,0.575,0.57625,0.575,0.5752657911194496,0.01502680778503418,42,2026-09-16T22:36:38.573034
KNN,binary,Blowfish and RC2,512kb,160,40,0.575,0.5799242424242423,0.575,0.574202626641651,0.013580560684204102,42,2026-09-16T22:36:38.594011
RF,binary,Blowfish and RC2,512kb,160,40,0.625,0.625,0.625,0.6214285714285713,0.05405735969543457,42,2026-09-16T22:36:38.655486
HKNNRF,binary,Blowfish and RC2,512kb,160,40,0.65,0.65,0.65,0.65,0.20260024070739746,42,2026-09-16T22:36:38.864843
SVM,binary,CAST and RC2,512kb,160,40,0.425,0.4276041666666667,0.425,0.41957888120678816,0.0198061466217041,42,2026-09-16T22:37:11.798240
KNN,binary,CAST and RC2,512kb,160,40,0.45,0.45,0.45,0.45,0.012506961822509766,42,2026-09-16T22:37:11.817492
RF,binary,CAST and RC2,512kb,160,40,0.425,0.3875,0.425,0.38651115618661264,0.07067298889160156,42,2026-09-16T22:37:11.895689
HKNNRF,binary,CAST and RC2,512kb,160,40,0.475,0.4784090909090909,0.475,0.474015009380863,0.1747758388519287,42,2026-09-16T22:37:12.077303
SVM,binary,3DES and Blowfish,1kb,160,40,0.375,0.36666666666666664,0.375,0.36507936507936506,0.049163103103637695,42,2026-09-17T20:17:32.467022
KNN,binary,3DES and Blowfish,1kb,160,40,0.5,0.5,0.5,0.5,0.015376567840576172,42,2026-09-17T20:17:32.488232
RF,binary,3DES and Blowfish,1kb,160,40,0.325,0.3209718670076726,0.325,0.3211816467630421,0.054906606674194336,42,2026-09-17T20:17:32.552293
HKNNRF,binary,3DES and Blowfish,1kb,160,40,0.325,0.32456140350877194,0.325,0.32457786116322707,2.1277055740356445,42,2026-09-17T20:17:34.688870
SVM,binary,Blowfish and CAST,1kb,160,40,0.575,0.5767263427109974,0.575,0.5725958516656191,0.03385162353515625,42,2026-09-17T20:17:43.728321
KNN,binary,Blowfish and CAST,1kb,160,40,0.525,0.5255754475703325,0.525,0.5223130106851037,0.011195659637451172,42,2026-09-17T20:17:43.746660
RF,binary,Blowfish and CAST,1kb,160,40,0.5,0.5,0.5,0.4884910485933503,0.051491737365722656,42,2026-09-17T20:17:43.809313
HKNNRF,binary,Blowfish and CAST,1kb,160,40,0.475,0.4715099715099715,0.475,0.4584139264990329,0.16578292846679688,42,2026-09-17T20:17:43.981097
SVM,binary,Blowfish and RC2,1kb,160,40,0.45,0.44791666666666663,0.45,0.4444444444444445,0.023981809616088867,42,2026-09-17T20:17:57.143707
KNN,binary,Blowfish and RC2,1kb,160,40,0.475,0.47333333333333333,0.475,0.4666666666666666,0.010929584503173828,42,2026-09-17T20:17:57.160145
RF,binary,Blowfish and RC2,1kb,160,40,0.55,0.5505050505050505,0.55,0.5488721804511277,0.040929555892944336,42,2026-09-17T20:17:57.211081
HKNNRF,binary,Blowfish and RC2,1kb,160,40,0.525,0.5266666666666666,0.525,0.5174603174603174,0.1483011245727539,42,2026-09-17T20:17:57.365665
SVM,binary,CAST and RC2,1kb,160,40,0.4,0.39010989010989017,0.4,0.38618925831202044,0.07993173599243164,42,2026-09-17T20:18:05.094995
KNN,binary,CAST and RC2,1kb,160,40,0.475,0.474937343358396,0.475,0.474671669793621,0.009114742279052734,42,2026-09-17T20:18:05.112557
RF,binary,CAST and RC2,1kb,160,40,0.475,0.47442455242966747,0.475,0.47203016970458833,0.04279327392578125,42,2026-09-17T20:18:05.160487
HKNNRF,binary,CAST and RC2,1kb,160,40,0.525,0.5255754475703325,0.525,0.5223130106851037,0.1647655963897705,42,2026-09-17T20:18:05.331018
MLP,multiclass,5-class,1KB,400,100,0.24,0.20141262246525404,0.24,0.20692047150675497,5.8463733196258545,42,2026-09-18T00:18:08.529779
CNN,multiclass,5-class,1KB,400,100,0.26,0.1966183574879227,0.26,0.19140859140859143,5.331029891967773,42,2026-09-18T00:18:13.867199
MLP,multiclass,5-class,8KB,399,100,0.22,0.2249206349206349,0.22,0.20866810786210035,12.476142406463623,42,2026-09-18T00:18:26.352043
CNN,multiclass,5-class,8KB,399,100,0.11,0.14695562435500517,0.11,0.08119288119288118,6.177165269851685,42,2026-09-18T00:18:32.534022
MLP,multiclass,5-class,64KB,400,100,0.1,0.1074357015533486,0.1,0.0945709186275224,4.115180253982544,42,2026-09-18T00:18:36.655969
CNN,multiclass,5-class,64KB,400,100,0.15,0.06291208791208792,0.15,0.08804638715432649,6.163298606872559,42,2026-09-18T00:18:42.826759
MLP,multiclass,5-class,256KB,400,100,0.22,0.20386243386243386,0.22,0.17060360360360363,3.4386041164398193,42,2026-09-18T00:18:46.270722
CNN,multiclass,5-class,256KB,400,100,0.21,0.2231168831168831,0.21,0.13570631041598782,5.9603636264801025,42,2026-09-18T00:18:52.236738
MLP,multiclass,5-class,512KB,400,100,0.15,0.16827922077922078,0.15,0.15397383978029136,5.9149768352508545,42,2026-09-18T00:18:58.160561
CNN,multiclass,5-class,512KB,400,100,0.18,0.08294930875576036,0.18,0.11175166297117517,5.5792670249938965,42,2026-09-18T00:19:03.748442
MLP,binary,AES and 3DES,1kb,160,40,0.35,0.20588235294117646,0.35,0.25925925925925924,3.5987284183502197,42,2026-09-18T00:19:07.356465
CNN,binary,AES and 3DES,1kb,160,40,0.525,0.7564102564102564,0.525,0.38660209846650523,4.445277452468872,42,2026-09-18T00:19:11.807936
MLP,binary,AES and Blowfish,1kb,160,40,0.425,0.32857142857142857,0.425,0.33090909090909093,3.2320187091827393,42,2026-09-18T00:19:15.044798
CNN,binary,AES and Blowfish,1kb,160,40,0.475,0.40990990990990994,0.475,0.35926773455377575,4.028474569320679,42,2026-09-18T00:19:19.078454
MLP,binary,AES and CAST,1kb,160,40,0.45,0.23684210526315788,0.45,0.3103448275862069,2.9185826778411865,42,2026-09-18T00:19:22.006657
CNN,binary,AES and CAST,1kb,160,40,0.575,0.6714285714285714,0.575,0.5054545454545455,4.9687488079071045,42,2026-09-18T00:19:26.982176
MLP,binary,AES and RC2,1kb,160,40,0.475,0.474937343358396,0.475,0.474671669793621,10.3224036693573,42,2026-09-18T00:19:37.314525
CNN,binary,AES and RC2,1kb,160,40,0.5,0.25,0.5,0.3333333333333333,4.36381983757019,42,2026-09-18T00:19:41.684359
MLP,binary,3DES and Blowfish,1kb,160,40,0.625,0.6567398119122257,0.625,0.6050032916392363,3.2155940532684326,42,2026-09-18T00:19:44.908058
CNN,binary,3DES and Blowfish,1kb,160,40,0.5,0.5,0.5,0.40476190476190477,4.253431081771851,42,2026-09-18T00:19:49.169571
MLP,binary,3DES and CAST,1kb,160,40,0.475,0.46415770609318996,0.475,0.43204868154158216,6.456780195236206,42,2026-09-18T00:19:55.631877
CNN,binary,3DES and CAST,1kb,160,40,0.475,0.40990990990990994,0.475,0.35926773455377575,3.9394071102142334,42,2026-09-18T00:19:59.578302
MLP,binary,3DES and RC2,1kb,160,40,0.65,0.65625,0.65,0.6464646464646464,11.925861597061157,42,2026-09-18T00:20:11.513759
CNN,binary,3DES and RC2,1kb,160,40,0.5,0.25,0.5,0.3333333333333333,4.128737211227417,42,2026-09-18T00:20:15.649347
MLP,binary,Blowfish and CAST,1kb,160,40,0.5,0.5,0.5,0.4791666666666667,4.301499366760254,42,2026-09-18T00:20:19.958659
CNN,binary,Blowfish and CAST,1kb,160,40,0.525,0.7564102564102564,0.525,0.38660209846650523,3.7338733673095703,42,2026-09-18T00:20:23.699058
MLP,binary,Blowfish and RC2,1kb,160,40,0.5,0.5,0.5,0.494949494949495,9.179620027542114,42,2026-09-18T00:20:32.885872
CNN,binary,Blowfish and RC2,1kb,160,40,0.475,0.47333333333333333,0.475,0.4666666666666666,5.008631706237793,42,2026-09-18T00:20:37.903991
MLP,binary,CAST and RC2,1kb,160,40,0.45,0.4450549450549451,0.45,0.4373401534526854,12.94704532623291,42,2026-09-18T00:20:50.856024
CNN,binary,CAST and RC2,1kb,160,40,0.5,0.25,0.5,0.3333333333333333,9.32810640335083,42,2026-09-18T00:21:00.188954
MLP,binary,AES and 3DES,8kb,160,40,0.45,0.4404761904761905,0.45,0.4270833333333333,3.0068440437316895,42,2026-09-18T00:21:03.201137
CNN,binary,AES and 3DES,8kb,160,40,0.475,0.24358974358974356,0.475,0.3220338983050847,5.769246578216553,42,2026-09-18T00:21:08.977424
MLP,binary,AES and Blowfish,8kb,159,40,0.425,0.22972972972972974,0.425,0.2982456140350877,3.827746629714966,42,2026-09-18T00:21:12.810602
CNN,binary,AES and Blowfish,8kb,159,40,0.625,0.6333333333333333,0.625,0.619047619047619,8.081880807876587,42,2026-09-18T00:21:20.897290
MLP,binary,AES and CAST,8kb,160,40,0.45,0.44791666666666663,0.45,0.4444444444444445,12.134023427963257,42,2026-09-18T00:21:33.038522
CNN,binary,AES and CAST,8kb,160,40,0.5,0.5,0.5,0.3730407523510971,5.27782678604126,42,2026-09-18T00:21:38.325259
MLP,binary,AES and RC2,8kb,159,40,0.575,0.6298701298701299,0.575,0.5248078266946191,3.84350848197937,42,2026-09-18T00:21:42.174413
CNN,binary,AES and RC2,8kb,159,40,0.525,0.5284900284900285,0.525,0.5099935525467441,6.858499050140381,42,2026-09-18T00:21:49.039212
MLP,binary,3DES and Blowfish,8kb,160,40,0.6,0.619047619047619,0.6,0.5833333333333333,2.9611988067626953,42,2026-09-18T00:21:52.009912
CNN,binary,3DES and Blowfish,8kb,160,40,0.625,0.6278772378516624,0.625,0.6228786926461346,5.1408140659332275,42,2026-09-18T00:21:57.159332
MLP,binary,3DES and CAST,8kb,160,40,0.5,0.5,0.5,0.4987468671679197,4.788947105407715,42,2026-09-18T00:22:01.953998
CNN,binary,3DES and CAST,8kb,160,40,0.5,0.25,0.5,0.3333333333333333,4.174939870834351,42,2026-09-18T00:22:06.133779
MLP,binary,3DES and RC2,8kb,160,40,0.675,0.7508960573476703,0.675,0.6484110885733604,3.1591386795043945,42,2026-09-18T00:22:09.302094
CNN,binary,3DES and RC2,8kb,160,40,0.425,0.4232736572890025,0.425,0.4217473287240729,5.117062568664551,42,2026-09-18T00:22:14.428483
MLP,binary,Blowfish and CAST,8kb,160,40,0.5,0.5,0.5,0.5,4.716818809509277,42,2026-09-18T00:22:19.154566
CNN,binary,Blowfish and CAST,8kb,160,40,0.5,0.5,0.5,0.3730407523510971,5.396531820297241,42,2026-09-18T00:22:24.558213
MLP,binary,Blowfish and RC2,8kb,160,40,0.475,0.474937343358396,0.475,0.474671669793621,4.504837512969971,42,2026-09-18T00:22:29.070877
CNN,binary,Blowfish and RC2,8kb,160,40,0.475,0.24358974358974356,0.475,0.3220338983050847,7.445174217224121,42,2026-09-18T00:22:36.521402
MLP,binary,CAST and RC2,8kb,160,40,0.525,0.5900900900900901,0.525,0.42028985507246375,3.1156389713287354,42,2026-09-18T00:22:39.641838
CNN,binary,CAST and RC2,8kb,160,40,0.525,0.5900900900900901,0.525,0.42028985507246375,4.800537824630737,42,2026-09-18T00:22:44.452669
MLP,binary,AES and 3DES,64kb,160,40,0.525,0.5266666666666666,0.525,0.5174603174603174,6.823735952377319,42,2026-09-18T00:22:51.282329
CNN,binary,AES and 3DES,64kb,160,40,0.525,0.5900900900900901,0.525,0.42028985507246375,6.066939353942871,42,2026-09-18T00:22:57.358475
MLP,binary,AES and Blowfish,64kb,160,40,0.5,0.5,0.5,0.4987468671679197,8.1817307472229,42,2026-09-18T00:23:05.549684
CNN,binary,AES and Blowfish,64kb,160,40,0.5,0.25,0.5,0.3333333333333333,4.333890199661255,42,2026-09-18T00:23:09.889953
MLP,binary,AES and CAST,64kb,160,40,0.475,0.47442455242966747,0.475,0.47203016970458833,13.277077674865723,42,2026-09-18T00:23:23.174833
CNN,binary,AES and CAST,64kb,160,40,0.5,0.25,0.5,0.3333333333333333,4.811391115188599,42,2026-09-18T00:23:27.991640
MLP,binary,AES and RC2,64kb,160,40,0.45,0.4494949494949495,0.45,0.44862155388471175,7.691350698471069,42,2026-09-18T00:23:35.689611
CNN,binary,AES and RC2,64kb,160,40,0.525,0.53584229390681,0.525,0.4861392832995267,4.356019020080566,42,2026-09-18T00:23:40.051950
MLP,binary,3DES and Blowfish,64kb,160,40,0.4,0.39583333333333337,0.4,0.3939393939393939,5.133352279663086,42,2026-09-18T00:23:45.195810
CNN,binary,3DES and Blowfish,64kb,160,40,0.5,0.25,0.5,0.3333333333333333,4.5213634967803955,42,2026-09-18T00:23:49.724573
MLP,binary,3DES and CAST,64kb,160,40,0.5,0.5,0.5,0.4301994301994302,3.3751940727233887,42,2026-09-18T00:23:53.108983
CNN,binary,3DES and CAST,64kb,160,40,0.525,0.7564102564102564,0.525,0.38660209846650523,5.085849046707153,42,2026-09-18T00:23:58.200120
MLP,binary,3DES and RC2,64kb,160,40,0.45,0.421875,0.45,0.39560439560439553,3.327383041381836,42,2026-09-18T00:24:01.532413
CNN,binary,3DES and RC2,64kb,160,40,0.425,0.3701298701298701,0.425,0.3570929419986023,5.708678245544434,42,2026-09-18T00:24:07.247784
MLP,binary,Blowfish and CAST,64kb,160,40,0.525,0.5313479623824451,0.525,0.4996708360763661,3.2539892196655273,42,2026-09-18T00:24:10.509976
CNN,binary,Blowfish and CAST,64kb,160,40,0.475,0.40990990990990994,0.475,0.35926773455377575,5.202654838562012,42,2026-09-18T00:24:15.717494
MLP,binary,Blowfish and RC2,64kb,160,40,0.475,0.4686520376175548,0.475,0.44700460829493077,4.474112510681152,42,2026-09-18T00:24:20.200245
CNN,binary,Blowfish and RC2,64kb,160,40,0.475,0.24358974358974356,0.475,0.3220338983050847,6.402781009674072,42,2026-09-18T00:24:26.612237
MLP,binary,CAST and RC2,64kb,160,40,0.55,0.5595238095238095,0.55,0.53125,6.138818740844727,42,2026-09-18T00:24:32.761672
CNN,binary,CAST and RC2,64kb,160,40,0.55,0.638888888888889,0.55,0.4642857142857143,5.191883563995361,42,2026-09-18T00:24:37.962028
MLP,binary,AES and 3DES,256kb,160,40,0.5,0.5,0.5,0.4666666666666666,4.709449768066406,42,2026-09-18T00:24:42.679753
CNN,binary,AES and 3DES,256kb,160,40,0.5,0.5,0.5,0.3730407523510971,5.619759559631348,42,2026-09-18T00:24:48.308866
MLP,binary,AES and Blowfish,256kb,160,40,0.675,0.7508960573476703,0.675,0.6484110885733604,3.2140414714813232,42,2026-09-18T00:24:51.530179
CNN,binary,AES and Blowfish,256kb,160,40,0.5,0.25,0.5,0.3333333333333333,4.178496837615967,42,2026-09-18T00:24:55.713531
MLP,binary,AES and CAST,256kb,160,40,0.5,0.5,0.5,0.494949494949495,10.335349321365356,42,2026-09-18T00:25:06.055586
CNN,binary,AES and CAST,256kb,160,40,0.55,0.578125,0.55,0.5054945054945055,5.503936529159546,42,2026-09-18T00:25:11.567364
MLP,binary,AES and RC2,256kb,160,40,0.55,0.5595238095238095,0.55,0.53125,3.4116907119750977,42,2026-09-18T00:25:14.988902
CNN,binary,AES and RC2,256kb,160,40,0.5,0.25,0.5,0.3333333333333333,4.408288955688477,42,2026-09-18T00:25:19.402910
MLP,binary,3DES and Blowfish,256kb,160,40,0.6,0.696078431372549,0.6,0.5441595441595442,3.2850780487060547,42,2026-09-18T00:25:22.692819
CNN,binary,3DES and Blowfish,256kb,160,40,0.475,0.24358974358974356,0.475,0.3220338983050847,4.63144063949585,42,2026-09-18T00:25:27.329104
MLP,binary,3DES and CAST,256kb,160,40,0.4,0.39010989010989017,0.4,0.38618925831202044,9.41560673713684,42,2026-09-18T00:25:36.752631
CNN,binary,3DES and CAST,256kb,160,40,0.475,0.24358974358974356,0.475,0.3220338983050847,5.246296405792236,42,2026-09-18T00:25:42.004455
MLP,binary,3DES and RC2,256kb,160,40,0.475,0.4686520376175548,0.475,0.44700460829493077,3.616283893585205,42,2026-09-18T00:25:45.625780
CNN,binary,3DES and RC2,256kb,160,40,0.5,0.25,0.5,0.3333333333333333,4.165552616119385,42,2026-09-18T00:25:49.796632
MLP,binary,Blowfish and CAST,256kb,160,40,0.625,0.6253132832080202,0.625,0.6247654784240151,7.642494201660156,42,2026-09-18T00:25:57.446207
CNN,binary,Blowfish and CAST,256kb,160,40,0.475,0.24358974358974356,0.475,0.3220338983050847,4.358435392379761,42,2026-09-18T00:26:01.809776
MLP,binary,Blowfish and RC2,256kb,160,40,0.525,0.525062656641604,0.525,0.5247029393370857,4.739867687225342,42,2026-09-18T00:26:06.556198
CNN,binary,Blowfish and RC2,256kb,160,40,0.5,0.5,0.5,0.3730407523510971,4.548958778381348,42,2026-09-18T00:26:11.111834
MLP,binary,CAST and RC2,256kb,160,40,0.55,0.554945054945055,0.55,0.5396419437340153,3.4497270584106445,42,2026-09-18T00:26:14.572001
CNN,binary,CAST and RC2,256kb,160,40,0.5,0.25,0.5,0.3333333333333333,4.278679132461548,42,2026-09-18T00:26:18.857133
MLP,binary,AES and 3DES,512kb,160,40,0.6,0.6,0.6,0.6,5.135310649871826,42,2026-09-18T00:26:23.999615
CNN,binary,AES and 3DES,512kb,160,40,0.55,0.7631578947368421,0.55,0.43573667711598746,5.085214614868164,42,2026-09-18T00:26:29.093152
MLP,binary,AES and Blowfish,512kb,160,40,0.5,0.5,0.5,0.4987468671679197,6.9414472579956055,42,2026-09-18T00:26:36.044844
CNN,binary,AES and Blowfish,512kb,160,40,0.5,0.5,0.5,0.3730407523510971,4.598046541213989,42,2026-09-18T00:26:40.651251
MLP,binary,AES and CAST,512kb,160,40,0.575,0.5751879699248119,0.575,0.5747342088805503,12.286933660507202,42,2026-09-18T00:26:52.948314
CNN,binary,AES and CAST,512kb,160,40,0.525,0.7564102564102564,0.525,0.38660209846650523,5.889751195907593,42,2026-09-18T00:26:58.845381
MLP,binary,AES and RC2,512kb,160,40,0.55,0.5520833333333333,0.55,0.5454545454545455,4.661410093307495,42,2026-09-18T00:27:03.515584
CNN,binary,AES and RC2,512kb,160,40,0.525,0.5571428571428572,0.525,0.44727272727272727,6.168912887573242,42,2026-09-18T00:27:09.689656
MLP,binary,3DES and Blowfish,512kb,160,40,0.525,0.525062656641604,0.525,0.5247029393370857,9.232164859771729,42,2026-09-18T00:27:18.931146
CNN,binary,3DES and Blowfish,512kb,160,40,0.5,0.25,0.5,0.3333333333333333,4.131446123123169,42,2026-09-18T00:27:23.068970
MLP,binary,3DES and CAST,512kb,160,40,0.575,0.5751879699248119,0.575,0.5747342088805503,8.265470027923584,42,2026-09-18T00:27:31.340964
CNN,binary,3DES and CAST,512kb,160,40,0.5,0.25,0.5,0.3333333333333333,4.388136863708496,42,2026-09-18T00:27:35.738708
MLP,binary,3DES and RC2,512kb,160,40,0.575,0.5751879699248119,0.575,0.5747342088805503,8.483237266540527,42,2026-09-18T00:27:44.226909
CNN,binary,3DES and RC2,512kb,160,40,0.5,0.25,0.5,0.3333333333333333,3.848998546600342,42,2026-09-18T00:27:48.084373
MLP,binary,Blowfish and CAST,512kb,160,40,0.525,0.5266666666666666,0.525,0.5174603174603174,4.348479509353638,42,2026-09-18T00:27:52.443614
CNN,binary,Blowfish and CAST,512kb,160,40,0.475,0.24358974358974356,0.475,0.3220338983050847,5.882405519485474,42,2026-09-18T00:27:58.331073
MLP,binary,Blowfish and RC2,512kb,160,40,0.425,0.3701298701298701,0.425,0.3570929419986023,4.237643480300903,42,2026-09-18T00:28:02.574604
CNN,binary,Blowfish and RC2,512kb,160,40,0.55,0.5595238095238095,0.55,0.53125,5.074522256851196,42,2026-09-18T00:28:07.656859
MLP,binary,CAST and RC2,512kb,160,40,0.45,0.3611111111111111,0.45,0.34523809523809523,2.5976433753967285,42,2026-09-18T00:28:10.259599
CNN,binary,CAST and RC2,512kb,160,40,0.525,0.525062656641604,0.525,0.5247029393370857,5.915755033493042,42,2026-09-18T00:28:16.180356
